id,heartbeat_signals,answer
35,"0.007260435791935915,-0.007394881105876383,-0.012875949261988762,-0.015163395252724365,-0.015186546504189602,-0.016460217676120825,-0.015400018004435134,-0.015670908948631324,-0.015258101709174854,-0.016517717295352785,-0.015571411379451616,-0.015824626234366423,-0.01470851336542034,-0.015314045604594373,-0.014040594973763865,-0.014191476208493148,-0.012817403630574153,-0.012713825778663868,-0.011398831747908345,-0.01233565871130704,-0.012185430100729144,-0.013298566130818479,-0.01205514544552333,-0.012164982030996141,-0.011225819361686096,-0.01218428146033701,-0.011532456280529235,-0.012258163628521945,-0.011796971028199765,-0.013223646089085994,-0.013026404152841842,-0.013510921908627571,-0.012592954728567252,-0.013482830000763224,-0.0126660515309156,-0.013717175278347371,-0.012972968175913424,-0.012993234734987924,-0.011430945137487214,-0.011844635587847652,-0.011002782958405621,-0.01129969582662671,-0.01001195845383318,-0.010191232388088611,-0.008337356184850542,-0.008270524969606008,-0.007252283365249967,-0.007026544712538829,-0.003950129564497695,-0.00277951926997666,-0.001414802686620087,-0.0018141259185744385,0.0006177033488072858,0.0020145055168130366,0.004678924168253218,0.00591823736852537,0.009778719354213816,0.01278958783973172,0.01758008246620335,0.021427586172999558,0.029539151832369326,0.03985408288507819,0.05352789792879853,0.06388292581583066,0.07165483070335354,0.07300582521005494,0.07134342167478369,0.06584804004150646,0.061488580136282556,0.05529655352894136,0.05019178274484459,0.043635099320119775,0.03893240539451903,0.032545938090605686,0.028126952135610672,0.023250534761446673,0.020342626234363115,0.015817133804422623,0.012448232492329403,0.007744478372503805,0.004834035855445951,0.000503164873998152,-0.0020855572010827217,-0.005572184000605995,-0.00673906939227753,-0.00923944383247699,-0.01071494377887161,-0.013854301215175058,-0.014452632081146,-0.015671440489077204,-0.015755372700625436,-0.017983451280714657,-0.018824671007629856,-0.021253365842047733,-0.022604084231586885,-0.02562218333209132,-0.02770742357432532,-0.03162270513337373,-0.0364040124177516,-0.047413971869203264",1
36,"-0.0001985920899303384,-0.013442600070136645,-0.017355659114576927,-0.018121891345628693,-0.016942607378455765,-0.01735612923337615,-0.016480862288820175,-0.01692828988148598,-0.015645563085771697,-0.016054109569148434,-0.015370780590890254,-0.01598639306929739,-0.014812269669525646,-0.014885962852698054,-0.013279037766224633,-0.012974001763336185,-0.01122227238893636,-0.011409022192484075,-0.010661246871726204,-0.011408447086193263,-0.010252284745106532,-0.010276862624629901,-0.00878995512861147,-0.008677861968385159,-0.0069479026980050484,-0.007005516228285824,-0.006171330741510328,-0.006339799407895086,-0.004321517063756053,-0.0037113075416495,-0.0017025312525658087,-0.0010350685208326826,0.001413643086209282,0.0022662829779052096,0.004315175294856921,0.004675948763099402,0.006246231908015876,0.005953892486562307,0.008019388269103978,0.009475432280420915,0.012175957348401267,0.013966729360461061,0.018570351406674845,0.021586367106297022,0.02589678231007686,0.028303045501883783,0.031643342297598354,0.032902271119997994,0.034892616255382425,0.034920339626494545,0.03609227088016431,0.03500706403743181,0.03505205433575709,0.034080183487593674,0.034988995905569364,0.034186795313933205,0.033511996096218466,0.03067105718023555,0.029694946569884362,0.027185849168880116,0.025621018393032102,0.022400198279781902,0.02104991652456123,0.018905553113709672,0.018650966990408024,0.016918464320688997,0.016673473773838543,0.014715846408174027,0.014421762236220825,0.013032285391753717,0.012962658117440906,0.011207556499050808,0.011197040255056745,0.009828669288324265,0.009606509193135881,0.007627654229293679,0.007188308047879399,0.0050616870443993545,0.004252459362155125,0.0019116728001677963,0.0007547327295629458,-0.0025229749264383816,-0.005244989500245101,-0.009881256244715697,-0.013189914336002584,-0.01755259099868245,-0.020249363168506118,-0.024524937995915597,-0.027403294067098516,-0.031172065753628075,-0.032903925360388886,-0.03531090556611649,-0.035921182801407214,-0.037865386329293926,-0.03830024959094169,-0.0395320465345268,-0.03876835803077672,-0.039239546546204984,-0.03979441997927613,-0.04653835941369455",1
37,"-0.017977032095033874,-0.030152475108946142,-0.03308250547604463,-0.03247538490123225,-0.02933279366773589,-0.027699594436677133,-0.025049506822126366,-0.02440137222836869,-0.022386481565754845,-0.021545812704128142,-0.020063142335055018,-0.02057481518868398,-0.018694245392599562,-0.0174020148780758,-0.01529383260874062,-0.014961540343861435,-0.012574146358921068,-0.011782864821380024,-0.009837242310852368,-0.009222717442394224,-0.008342722684888448,-0.010023188447513709,-0.009432038597973813,-0.009154111808110432,-0.007619133052399363,-0.008204873954044567,-0.007389694859506912,-0.007808505924820075,-0.007217279595134407,-0.007942593118418273,-0.00625129742947883,-0.005864849749433132,-0.00460337879399475,-0.004808446213298012,-0.004037737055752499,-0.005113737612981728,-0.004191926395240797,-0.004047088125618048,-0.002744067080826751,-0.0037144035438327894,-0.0034964271734039265,-0.004463024502705082,-0.003905178115857666,-0.004648815169694176,-0.0039717509812040586,-0.004383945195534311,-0.0034690206046039673,-0.0033529241869152404,-0.0013071212036606106,-0.0008440566088596668,0.0010530640631456478,0.0016778794056568902,0.004358681212682347,0.006502511708953884,0.010596338324446064,0.014004896823599955,0.01956376765146617,0.02366798261179004,0.029327997699101438,0.034866521567013864,0.04399932931494743,0.05446552465291443,0.06754176849549798,0.07561975827524758,0.07855181670177669,0.07472220922610373,0.06971559514348313,0.06277571898425771,0.05737738649477042,0.05083130196715624,0.04519341694187884,0.037586176759621504,0.031769745925239956,0.025802768001432774,0.02172539355110481,0.016246910569026163,0.01159061580148002,0.0056339832969583,0.0020668565295405283,-0.0023004955982925956,-0.0055219810133577685,-0.009638276686361413,-0.011790763334468934,-0.015204657970476765,-0.017105058366035486,-0.019355146944655344,-0.01955202382254906,-0.020751311976782594,-0.02038470988333274,-0.021243709190389648,-0.020642169411217548,-0.021740414772190908,-0.02244671383697283,-0.023863275440633158,-0.023081788835868755,-0.023853756336494447,-0.023176444893816983,-0.02363008731033389,-0.02492973121798303,-0.03176054238574788",1
38,"-0.019247559152582916,-0.029211237062595208,-0.0316654405136767,-0.031655058514750145,-0.03006983067387914,-0.02983959802425762,-0.02825886359088714,-0.028014501402675585,-0.02716012928024103,-0.02622165215896244,-0.023551331872038617,-0.023256311723191203,-0.0216790146430359,-0.02109656503852464,-0.019815956718538086,-0.02018404685993125,-0.01910773453294068,-0.01899057254811165,-0.017939446978855855,-0.018323089453640362,-0.017430430164288024,-0.017269739820650276,-0.016194598924264003,-0.017160822710873935,-0.016888377251019326,-0.016732192860495543,-0.015212378603825405,-0.015539354285204698,-0.015112273982472502,-0.015779099901860327,-0.015128019913377866,-0.015580035140686954,-0.01539637625221868,-0.01724902835430031,-0.01829086840590488,-0.01918318930014795,-0.017514452078070786,-0.017461544214462554,-0.016823210032398173,-0.016236786989272778,-0.013292308236840134,-0.011552449926333308,-0.009488812799850699,-0.008990551164303362,-0.0073919091529806025,-0.006971230392761596,-0.00471145729073319,-0.002970275304082781,-8.761872709950325e-05,0.0013323966314664482,0.0036780689346047613,0.004717879740504749,0.0074543119511802924,0.009675436596866316,0.013911298974796038,0.01831891398237806,0.025116196811707292,0.03219454843418901,0.04254792575314981,0.05368765472821657,0.0653048932187339,0.07129417066100197,0.07269034819349973,0.06921385903117128,0.06524226924005627,0.05985984375792297,0.056039822173826526,0.050712649338873206,0.0456406520940007,0.0399826942454915,0.03694427743495776,0.03311079135275796,0.030450054821303363,0.027357250114703913,0.025264713157989505,0.021852301187045065,0.019999863556796615,0.017196414018280093,0.015208375375929117,0.012348139808770808,0.010450814686106424,0.00776096587417463,0.007205440877364744,0.005864558843346357,0.00516391478519429,0.002948083185533301,0.0012499361295708056,-0.0018674370065283608,-0.0034930347523678407,-0.006079769705601201,-0.0077594945414927174,-0.010233604389119577,-0.012209600875735083,-0.01546486288273008,-0.01741849948887708,-0.020756806957695995,-0.023344045818912917,-0.026777514269273883,-0.02860813202431789,-0.03205159406674429",1
39,"-0.019051563741521838,-0.025324009450449658,-0.026781838550760106,-0.026628514969915917,-0.02550677423398917,-0.02480818379220162,-0.022569240918485667,-0.021132752725337323,-0.019696960158777976,-0.019878376582486812,-0.01948943353439736,-0.019343178722450727,-0.018486690183362242,-0.018833034981070806,-0.018163440512502183,-0.017944042262927784,-0.01741273849201841,-0.01802578767704821,-0.017639692255100092,-0.017700657682365284,-0.017453910321715504,-0.018487090652707705,-0.01904716213474522,-0.019993573904689033,-0.019273984636360986,-0.019066091281668696,-0.01863774035742738,-0.019254662872263628,-0.018896490412965372,-0.018779101880736615,-0.01755387833228239,-0.017034760420880257,-0.01622210222563991,-0.016618645622711536,-0.01567697658016609,-0.014858946395227557,-0.013755188587659228,-0.013909838402039076,-0.013133151190395598,-0.012400886021973756,-0.010687468184455318,-0.010134894479108647,-0.0091040501456503,-0.008573705993004221,-0.007329058163104696,-0.007362849899244184,-0.006823819311472246,-0.006491348652924334,-0.00533716751987745,-0.005195949240766273,-0.004049312608069178,-0.003577337822234794,-0.00236587156694279,-0.001881186968106574,-0.0013518687700262433,-0.0017883023711287027,-0.0005297926473117887,0.0011011606440471944,0.004551021930306209,0.00851303033138362,0.015003541345236515,0.022276765304019897,0.032619465685632454,0.04481016119618242,0.058052021637140516,0.06740187393934693,0.07267346960342502,0.07249839501227173,0.07022883077226538,0.06595439902262634,0.06126668776278077,0.05533757027476183,0.0502796523531015,0.045383552350454215,0.04186340858770299,0.037452292431008116,0.03373640152173296,0.029509950527589757,0.026254102231110243,0.023033717026780254,0.021524945170577237,0.01951418291276452,0.01734323493121237,0.0142098279881413,0.01228873670095032,0.009891121314700602,0.008099994003239797,0.004663129994589621,0.0005954797316225502,-0.00526011146901606,-0.010096184934423658,-0.014686300121546036,-0.017406750551606454,-0.01986540353580124,-0.02084989875584009,-0.021955290827601948,-0.022459029569938727,-0.023714177979521134,-0.023207363832404848,-0.021376534656144752",1
40,"-0.018443453967551537,-0.020574816071823765,-0.02035822742447224,-0.019977165451964707,-0.01914419094163322,-0.01832534851282963,-0.017486466432456327,-0.016950378210176087,-0.015751512738247708,-0.01507486953860071,-0.014050433274757745,-0.012919792694743304,-0.011926773993399475,-0.012081280302450592,-0.012051000884226282,-0.01282779675456247,-0.012736647371766718,-0.012059642126238668,-0.011247123331664666,-0.010706453936473626,-0.009858748960650976,-0.009531059434336075,-0.008709187112987404,-0.008311543672750332,-0.007853508277325005,-0.007778406661732129,-0.006821006673768615,-0.005634957986716982,-0.0042616845246252755,-0.003225515625941977,-0.0020802787955762625,-0.0018999910967054667,-0.0009241952617637939,0.0007098627067008145,0.0027898844094100816,0.004438132663274974,0.0063017705270598245,0.008240995527436956,0.010155564842404985,0.011459193414024682,0.01307864748767451,0.014365081493243226,0.016756138415420008,0.020386914190271943,0.025187997136806306,0.030792272340548932,0.039102578430605384,0.04983970879516808,0.06409477945185382,0.07943218184707601,0.0917031519935525,0.09657809232904935,0.09515195291169998,0.08943458986126696,0.08162680065653793,0.07240372796930883,0.06293041030546442,0.05327540787956209,0.04483915954298867,0.03676301151028616,0.02958730558190603,0.022827455471362557,0.01645274308137412,0.010090773597323022,0.004454475788575607,-0.0009176070267635783,-0.005315275876444092,-0.009353961583497883,-0.012476393354762028,-0.015129941539090863,-0.017173387009124408,-0.019180077396539597,-0.020276949437696423,-0.02084113035786972,-0.019855086230600616,-0.01805432051015954,-0.015305925946837773,-0.01259840652422417,-0.010246788209150592,-0.00904757994024119,-0.008643508136775058,-0.009454717318876593,-0.010148402784262212,-0.011568722071432003,-0.014566994022539248,-0.019114316788678476,-0.02326502023914423,-0.027154252644623345,-0.030820265363976418,-0.034637603405776485,-0.03766157683936733,-0.040106127671392766,-0.04213090255414542,-0.04405999655507631,-0.044897053037725065,-0.04562113408988355,-0.04577798268138156,-0.04586109942039096,-0.04409185555649131,-0.03831294198938617",1
41,"-0.03425261936835766,-0.03641302157446713,-0.037233070860899664,-0.03673827517909145,-0.03551636743178577,-0.035390465214546696,-0.03518290344273223,-0.03464923803751829,-0.03408661403940272,-0.03389669817177032,-0.03359121917422203,-0.03369414091262235,-0.03341426602296571,-0.03376554159464873,-0.03455683035922186,-0.03490283402666994,-0.033786002175508534,-0.0326815154402571,-0.031796355487991645,-0.03169986075815667,-0.031589750748802325,-0.030881211593555946,-0.02929639516841598,-0.02836193278082777,-0.027750987911928204,-0.02681639927195323,-0.024833272620554014,-0.022108388102018983,-0.019555911837301432,-0.018457889891352997,-0.017794628984656002,-0.01655665676615037,-0.014161400357851184,-0.01230800129167875,-0.011051465705785635,-0.009529403465518893,-0.007813394198034507,-0.006694350673859706,-0.005686049264562731,-0.004939142416928721,-0.0038192164888830593,-0.002114881136452418,0.0002601638954475849,0.0019957306713187517,0.004287920700530634,0.007933643811028457,0.012733542765393402,0.017493514482108008,0.02269546839387826,0.028197891095849137,0.03318581637582119,0.037318457420222995,0.04285005599600278,0.05024040756857162,0.05745916878382529,0.061881153935440913,0.06397620730972275,0.06339897179951359,0.06065092104828573,0.05668822762035641,0.0520310634570158,0.046377589148801635,0.041272340500465354,0.03727634108278033,0.033861877858660794,0.029800905682305423,0.02597150117630309,0.023638695634766504,0.022343244262934103,0.020499533977020645,0.018985323358436945,0.017462154107686034,0.015684037889082347,0.01351929389251083,0.011676587303175001,0.01081782169271217,0.01116320861571296,0.011038602048768276,0.010988296863714497,0.011882094332535509,0.01304833169871733,0.012745133069216541,0.0114112077514259,0.010013290402354214,0.009004180049971833,0.007550446668464161,0.005637579194794906,0.0038808191871884112,0.0026215229733057566,0.00015588308054970135,-0.0030159453651772417,-0.0058285880955364355,-0.007929696018798671,-0.009457402038534513,-0.011229487850404896,-0.013308132557751096,-0.01478121302139157,-0.016246387868047663,-0.015358163790400559,-0.009082584078728528",1
42,"0.006127129685066013,-0.00794276711468811,-0.01232483406178897,-0.013521486771104207,-0.012598777228451041,-0.01314697337771209,-0.012101744342565723,-0.012442024986693667,-0.011398976897468494,-0.012049341256268775,-0.012212543422685851,-0.013945317471516283,-0.013782282838407767,-0.015427253132026308,-0.016195918382683416,-0.018339367168923815,-0.018539058008943954,-0.019891727890742672,-0.01957077201451085,-0.02107435199014418,-0.02146698924811119,-0.022772526366142465,-0.022357281417881847,-0.02335690406726343,-0.02231748995452687,-0.02248679803171072,-0.021218929752594207,-0.02185323292867114,-0.021173000024667932,-0.02127986176537,-0.019147712869292732,-0.01870761944653765,-0.01754603231644758,-0.018499921843057265,-0.01758250027201891,-0.017287642871648856,-0.014554623749796658,-0.012781191398348657,-0.009280268660547097,-0.007736217917280186,-0.005214453278167497,-0.004132791815140369,-0.0008072182857064014,0.0018451132558063854,0.007179479991265225,0.01214646435236677,0.02046949369388784,0.030374569407380037,0.04571386766470642,0.06134503481745934,0.07558844922082963,0.08254851806283936,0.08526960308105425,0.08297892702823262,0.07933277630242408,0.07185662492046285,0.06523563615406269,0.05857987312846635,0.0540771622276508,0.04815035199478679,0.04403367643076095,0.038889877384571836,0.03522068779022902,0.030230711343913974,0.027065833428173924,0.023051320487917693,0.02107387563497909,0.0182896571619815,0.01708619571312031,0.014349791194961714,0.01291292727480764,0.01054165546007102,0.01041528505917455,0.008504513347598053,0.007159183298006688,0.003609364305985352,0.0004731671703916973,-0.004827089245221128,-0.00856697043460386,-0.013516428621864307,-0.01709188902835157,-0.021530460556360875,-0.023453256050698812,-0.02622917747087916,-0.02740690004170654,-0.030190885607247253,-0.03055511533673183,-0.031549178310137815,-0.030975078738202377,-0.030953051968467094,-0.028681453209919106,-0.027926834026331004,-0.025988624740096,-0.025274869326660454,-0.023043679476874246,-0.02277699707649994,-0.02097019596260674,-0.02098652553465108,-0.02334587598493787,-0.035819534088038285",1
43,"0.005825279505048631,-0.007738186537388447,-0.010972770926989561,-0.009885648548680681,-0.006897392749178888,-0.0063389976633181355,-0.005216330593613705,-0.006118133149764837,-0.005477332644369337,-0.005668170756171431,-0.0038563791791266233,-0.0038559251847001264,-0.0033370925912326044,-0.0049842078574120485,-0.005633502189342998,-0.007924353244949334,-0.008686990156733021,-0.01101244467249618,-0.01173897970625859,-0.01319812891610983,-0.01259351825744126,-0.013295493837303773,-0.012935998519945091,-0.014598773054196101,-0.014670712497973248,-0.015572467300950077,-0.01449870363048511,-0.01466184832034001,-0.013318066492137959,-0.013624876549163556,-0.012659786668538953,-0.01294769990630984,-0.011673718299307634,-0.012092118768153082,-0.01098636935554298,-0.010614106359848385,-0.008550270898062262,-0.008588464615650437,-0.006407926289948573,-0.004936369825550013,-0.0012334156703230903,0.0013180262569805201,0.005433715340091627,0.007785416327750205,0.011594104113122672,0.013646467876987867,0.01720087127584513,0.019240369856231343,0.022467854521990294,0.024173711601979786,0.02771787522221869,0.029881323731021592,0.03400433342489029,0.037632987983854616,0.04473135193712663,0.0515145111928379,0.05772496460846854,0.059245886590624686,0.059783687147757725,0.05729556679741288,0.05548064618980453,0.05189474985703235,0.04925316216277453,0.044655141319933644,0.04057950341676442,0.03441908318443598,0.029771376733661814,0.023933582649108942,0.018776767204700562,0.012025750851725636,0.007339538319999228,0.001842142544222991,-0.0016139059604873829,-0.006720208286195017,-0.010604146029673966,-0.014617966932901183,-0.016017844788228874,-0.018427098568781553,-0.018752053838463123,-0.020360922399859316,-0.02060690718678293,-0.021678417736767486,-0.02094983729077482,-0.022050197903316526,-0.021736089107455836,-0.02282058118144814,-0.022822912982266352,-0.024434513832942262,-0.02439151520770677,-0.024658328513663008,-0.022637892029996998,-0.02268687937420122,-0.0223742159386644,-0.023583321386273948,-0.02291828885357594,-0.023652001269345302,-0.022754559282430975,-0.022945750560365408,-0.02493111759202682,-0.03744060332679533",1
44,"-0.015290718305074336,-0.029077528789153373,-0.03345621629041062,-0.03423286735602993,-0.032829658755850755,-0.032760965978944956,-0.031504086201250114,-0.03202811672739214,-0.030963176355198296,-0.03104544539480525,-0.02961013036736393,-0.029695424207076826,-0.028321343432538892,-0.02850625599342882,-0.027172143003384885,-0.026819736174962028,-0.025009658848787364,-0.02514879876901821,-0.023863373205017524,-0.023796061908273547,-0.022470960331653966,-0.022691191064074356,-0.020791946251158322,-0.020318925725658854,-0.019031740174551004,-0.019056875806527707,-0.017373835837452223,-0.016718455985694103,-0.014525111397367674,-0.01439264783363825,-0.013199157581758936,-0.013020397190430799,-0.011087280904601204,-0.01168933512277981,-0.011283329134522013,-0.011422382504219453,-0.009518638707825655,-0.00877371342388944,-0.006169078008568363,-0.005353533423071877,-0.0033759973461040538,-0.0029066839504343633,-0.0007636417428495967,-0.00021038192557787383,0.0019387471134701961,0.002745312348101603,0.005053008212638321,0.006095246791240072,0.009696077954501447,0.011685266041042475,0.014429530178711847,0.016380688797513976,0.020380910200094693,0.021722943329628652,0.02466656261129918,0.026480791969115014,0.029159560920506866,0.030112296637361702,0.03286369193974936,0.034319230885027086,0.037513830724019925,0.03936652014172637,0.043336360882546554,0.045975181785767205,0.04960914186937071,0.05005481594729355,0.0500147260912045,0.047220223664142136,0.04505378747960309,0.041609733817796535,0.03996046986959145,0.03685675190502913,0.03532933922460879,0.03205614705603255,0.029412562007825827,0.02529919957597926,0.024220844621455573,0.02286020164588498,0.022689564103568927,0.020356640849042318,0.01966147559441689,0.01771299990318953,0.017068874478975093,0.014224618425498381,0.011704381535837971,0.0070086739009345145,0.003515649639220797,-0.0019293410769458674,-0.005952746642841511,-0.010756158217461564,-0.013509343524298778,-0.017220160058244893,-0.01894158489848019,-0.021528142142523965,-0.02192200165682978,-0.023179675393321997,-0.023175233444289844,-0.025017187882226732,-0.027642681765452704,-0.03937137852926309",1
45,"-0.014175099888013687,-0.027087133701491517,-0.0302931801085915,-0.030620614024114534,-0.02903794441415375,-0.029051570519680325,-0.027817449506629455,-0.027847476344819988,-0.02637941279880307,-0.02669425208535392,-0.025253476220474802,-0.025317979019687353,-0.0246824100736438,-0.025752016320378157,-0.024787305126042547,-0.025035482992623592,-0.024205726573469644,-0.02522784422619262,-0.024589490101918354,-0.025097186105526692,-0.024339072106232873,-0.0248676976356923,-0.023942504243333662,-0.02488030379937367,-0.024358218035596124,-0.02530954685696374,-0.02473396464352362,-0.0252798034558519,-0.02438592687620833,-0.024886871998447635,-0.02359264044767384,-0.023487009929878067,-0.02229788771911423,-0.023097655976452636,-0.02213530623862736,-0.022411064052413554,-0.020935252339666643,-0.02048998953908443,-0.01835080030177627,-0.017054986119976245,-0.01383526388780787,-0.012744690751003596,-0.010777588047156339,-0.01006953463428717,-0.007279290465940669,-0.006075094855305885,-0.0036511837776678213,-0.0024600293835863596,0.0007535491885408696,0.0019523151913158898,0.004338875182341884,0.006364118932969731,0.01126414108752627,0.015145327490452498,0.020913193907115435,0.02535921627264015,0.030814907238321698,0.03459684128528551,0.040690286608577875,0.046484652368652846,0.054322313879466844,0.06015029826184026,0.06571830872412754,0.06729839549566519,0.06701436363552071,0.06294029512225974,0.059695236235227433,0.05520121144839063,0.052482885601755846,0.04829142723935398,0.04557340456187298,0.04186289132005383,0.04002845754030826,0.03668338943769145,0.03486123631130811,0.032019392870854535,0.03076688377216863,0.027960969074189546,0.02608726322063948,0.021669099358875954,0.018095711815824256,0.012934360558289004,0.00865903212515784,0.003658555865535096,0.0012598572131605756,-0.0024374877243920068,-0.00493785571466665,-0.008417955853454284,-0.009742091853277124,-0.01267979054956303,-0.013488410779386228,-0.014435165957303209,-0.013776996436747346,-0.013840556982225749,-0.011165738839254313,-0.010294657332580393,-0.008748294602237916,-0.00931514119362653,-0.011245491710852207,-0.022704801643448125",1
46,"-0.02276222486486046,-0.021291009851675646,-0.022339108106978145,-0.024706333534229685,-0.02678727052077945,-0.027931677007405842,-0.029040164019260573,-0.02960228837459633,-0.03043353717707764,-0.030716892271198448,-0.02983122964403906,-0.02782835363543934,-0.02645617486253693,-0.02553151492275907,-0.025226656599644626,-0.02508462849979054,-0.024747057812893658,-0.023673112151479714,-0.022733393096044274,-0.021392125071224788,-0.019994100133612136,-0.01906243202965463,-0.018671978672721856,-0.0181968110614954,-0.017858874813316383,-0.016601118460243258,-0.015227789534941305,-0.01436201091981193,-0.014003005319890072,-0.01314594436309413,-0.012028941531284865,-0.010785901829990063,-0.010087931561960861,-0.009436872003873775,-0.008702198178425213,-0.007953193524528501,-0.007789911025808838,-0.007490124118818997,-0.0073246592054552195,-0.006790781560977122,-0.006217884936787099,-0.0059941705838366666,-0.006061957453835198,-0.005432685551435945,-0.005015943192935524,-0.004841070443880158,-0.004399498130524426,-0.003676877180422533,-0.002896460498801323,-0.0023102467270563753,-0.002165631454228212,-0.001744051531191726,-0.0007545243534146095,0.0006110837893469334,0.001987137350746959,0.003588495437903072,0.006358409570821344,0.011081863460453256,0.016854306476307368,0.023171850630749224,0.030394443625030965,0.040108341221367194,0.05147861235565632,0.060811673047009185,0.06546704395394465,0.06619769758726357,0.0652214755303504,0.06299532640838557,0.05912462757583681,0.05451957028421983,0.05048737289239802,0.04670810067898845,0.04193685148932791,0.03657230537275957,0.032095735449596985,0.028537169811523322,0.024918545900071365,0.02121611425230885,0.01780554338899787,0.014973321302182319,0.012590043693434083,0.009945345189580346,0.007224015954432117,0.00461943365789752,0.002308836914331147,0.00016090130501877908,-0.0009580811663625344,-0.0009521575335416088,-0.0013726534213347463,-0.0031581007648231463,-0.0052124744955228675,-0.006854794156303079,-0.008330249139119061,-0.010377100709427767,-0.012806077074468902,-0.014656584073644119,-0.01561656837011327,-0.016874726274594076,-0.020519847927253032,-0.029241846539571403",1
47,"-0.026513903375499748,-0.028299675375726085,-0.030023145106407467,-0.03161865908987438,-0.032873117308551025,-0.033786776476754765,-0.0345721045728411,-0.036028052977260305,-0.037244697545842476,-0.03842290849578012,-0.039282429805266306,-0.04008740340111361,-0.04027796977610132,-0.03990517828305373,-0.03940995284463966,-0.03915151272834727,-0.03815852748285553,-0.03679428330373824,-0.03538271791440062,-0.03425311584031787,-0.032597287165563316,-0.03101519965642785,-0.029770144604540416,-0.028319518884011075,-0.026372871674070097,-0.024937385972507276,-0.023113973112074637,-0.021447037718592465,-0.020124808863556387,-0.019563820930490472,-0.019136002858924694,-0.01867349953979347,-0.017548153076890838,-0.016591652671456902,-0.01561467617178991,-0.014589719090164266,-0.013418372822428193,-0.012615686194106468,-0.01202624843485145,-0.011761048096152527,-0.010648628152516881,-0.00910228139129976,-0.007955661297012417,-0.00835940735718177,-0.008960285225389608,-0.00904265269141935,-0.007689331462982452,-0.006719171629752552,-0.006079761016750229,-0.005196408094379157,-0.0035069368904643294,-0.0024120246560062064,-0.0010853548127205404,0.00010069551776359376,0.0013763596195544014,0.0026024317699084865,0.004870567104078072,0.007517786204704446,0.010493379479557863,0.014169545761950175,0.02040088732253542,0.02758028279606628,0.034830962908864116,0.04131657010853784,0.04808820253053048,0.05389436274160064,0.05757328259430694,0.05836471189891723,0.05797968968150391,0.056993053388513015,0.055631639524339915,0.05347838215127876,0.05153398110667595,0.049730381484740294,0.04827214822413173,0.04579828624474014,0.04344367863185905,0.04147824700938041,0.03986257719717767,0.03745439350603408,0.03535540032273854,0.03329387151822183,0.03202696734126054,0.030829166202841485,0.0297570953362134,0.027923199537567944,0.02661272936167247,0.02534155202584265,0.02391619023723912,0.020923090847971393,0.017878926764099523,0.013978955453251452,0.00959643121863385,0.004341922095709938,-0.0009786340949506922,-0.006352913326918008,-0.010823991615338535,-0.015493583872180805,-0.02146620387759257,-0.03341551406489174",1
48,"-0.03571430253970953,-0.03875599284322395,-0.038759664133175775,-0.037770323252398263,-0.03637260999435754,-0.03601794403704184,-0.035137619120334085,-0.03422545630352758,-0.03312065793748853,-0.0324302810143382,-0.030695376047268796,-0.029629532455625496,-0.028798227950297628,-0.02894202764478515,-0.02864970115740806,-0.028083938177785095,-0.027064455045426872,-0.02702883848425608,-0.025990242883615178,-0.025605962277570837,-0.02508921996074709,-0.02412167430090184,-0.022260615831612096,-0.021612383123696954,-0.02072479697628893,-0.019721499175886503,-0.017915958712917623,-0.016971755802840383,-0.015541015569468408,-0.014247142059327755,-0.011945987272753644,-0.010341283076877428,-0.008611283188859398,-0.007469148565269368,-0.00530340548634145,-0.0038631566413538376,-0.002401044764433591,-0.0013376592282605682,0.0007356204345341233,0.0026086665939066833,0.005506301040540285,0.00824794397686901,0.012700400799002809,0.018065426024814313,0.02446280602573614,0.029145205183266354,0.03376836661518623,0.03858562662464182,0.045561715308726436,0.05301110938358744,0.060159115784768735,0.0637319365467055,0.0652115014197363,0.06476040470626754,0.0641178959131492,0.06271760835555895,0.061291637824698375,0.05783349694012929,0.055129436341137206,0.052856228401485295,0.05138860208091045,0.049336278832587954,0.04805769622540379,0.046146645242471696,0.045124327613977444,0.0431530682953003,0.041629620032892056,0.039517385591383514,0.03807461547793278,0.036505670314719296,0.03544242600911396,0.03317879706358329,0.031531729616008475,0.028210229961700195,0.023914606457126952,0.017599737210483246,0.010558435657905152,0.002453761362633422,-0.00474406742067246,-0.011705124131586642,-0.016757854464693578,-0.020926048232629002,-0.022324853381102683,-0.02313260377198878,-0.02361847163436459,-0.02526625164680607,-0.025867188473065017,-0.026900939752808384,-0.027353142739573455,-0.02870292517323536,-0.029727179389059444,-0.03121870832131224,-0.03166452809223519,-0.03303348051106725,-0.033810823749980345,-0.034807432323901155,-0.03476855231493747,-0.03585082914365856,-0.03961551267741692,-0.05196338290702518",1
